ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
510169000,427100,29330740,1314,POPLAR ST,,LOT 1,6490.44
500090000,235400,29330741,608,GILLESPIE AVE,,LOT 2 LOCUST GROVE,6751.8
510176100,293300,29330742,1139,E HIGH ST,101,SUITE 101-E HIGH ST PRO BLD CO,1267.596
500083000,125200,29330743,1427,E HIGH ST,,LOT C,3833.28
500133000,90000,29330744,0,CAROLINE AVE,,LOT 13 WATKINS PLAT,0
500084000,133100,29330745,1425,E HIGH ST,,LOT B,4181.76
510177000,356400,29330746,604,ORANGE ST,,LOT 17,6185.52
500085000,141600,29330747,1423,E HIGH ST,,LOT A,4181.76
500086000,704500,29330748,1331-33,E HIGH ST,,LOT A & PT 2 & 3,20908.8
500091000,570600,29330749,606,GILLESPIE AVE,,LOT 2 LOCUST GROVE,304920
500092000,623000,29330750,1327,E HIGH ST,,LOTS 5 & 6 LOCUST GROVE,17162.64
500103000,491100,29330751,550,MEADE AVE,,LOT 54 BK A GOLF CLUB,7492.32
500092100,612000,29330752,1325,E HIGH ST,,LOTS 7 & 8 GILLISPIE PROPETY,17075.52
500045000,155400,29330753,539,CAROLINE AVE,,LOT 12,4268.88
500091100,325800,29330754,1301,E HIGH ST,,LOT 1,8929.8
500104000,224100,29330755,542,MEADE AVE,,LOT 53 BK A GOLF CLUB,7492.32
500102000,240400,29330756,1214,E HIGH ST,,LOT 1,4617.36
500132000,236200,29330757,537,CAROLINE AVE,,LOT 19 BK A GOLF CLUB,0
500105000,300200,29330758,540,MEADE AVE,,LOT 52 BK A GOLF CLUB,7405.2
500101000,592000,29330759,1412,E HIGH ST,,LOT 2,14810.4
500132100,239000,29330760,535,CAROLINE AVE,,LOT 20 BK A GOLF CLUB,0
500100000,177900,29330761,1408,E HIGH ST,,LOT 3,6098.4
500106000,230000,29330762,536,MEADE AVE,,LOT 51 BK A GOLF CLUB,7405.2
500099000,658900,29330763,1414,E HIGH ST,,LOTS 4 & 5 BK 4 THE FARM,15986.52
500133100,45000,29330764,0,CAROLINE AVE,,LOTS 10 & 11 WATKINS PLAT,0
500131000,270300,29330765,533,CAROLINE AVE,,LOT 21 BK A GOLF CLUB,0
500093000,415700,29330766,1328,E HIGH ST,,PT LOTS 6 & 7 BK 4 THE FARM,11499.84
500107000,251300,29330767,534,MEADE AVE,,LOT 50 BK A GOLF CLUB,7492.32
500130000,297300,29330768,531,CAROLINE AVE,,LOT 22 BK A GOLF CLUB,0
500108000,285700,29330769,532,MEADE AVE,,LOT 49 BK A GOLF CLUB,0
500134000,184700,29330770,532,CAROLINE AVE,,LOT 9 WATKINS PLAT,0
500129000,299700,29330771,529,CAROLINE AVE,,LOT 23 BK A GOLF CLUB,0
500093100,237900,29330772,515,STEWART ST,,LOT A,4486.68
500098000,419100,29330773,525,MEADE AVE,,LOT 12 BK 4 THE FARM,10236.6
500108100,293900,29330774,530,MEADE AVE,,LOT 48 BK A GOLF CLUB,0
500135000,274100,29330775,530,CAROLINE AVE,,LOT 8 WATKINS PLAT,0
500094000,660900,29330776,508,STEWART ST,,LOTS 8 & 9 BK 4 THE FARM,14984.64
500128100,255300,29330777,527,CAROLINE AVE,,LOT 24 BK A GOLF CLUB,0
500109000,384100,29330778,528,MEADE AVE,,LOT 47 BK A GOLF CLUB,7492.32
500136000,290300,29330779,528,CAROLINE AVE,,LOT 7 WATKINS PLAT,0
500128000,279500,29330780,525,CAROLINE AVE,,LOT 25 BK A GOLF CLUB,0
500110000,263700,29330781,526,MEADE AVE,,LOT 46 BK A GOLF CLUB,0
500137000,220600,29330782,526,CAROLINE AVE,,LOT 6 WATKINS PLAT,0
500127000,256000,29330783,523,CAROLINE AVE,,LOT 26 BK A GOLF CLUB,0
500096000,176800,29330784,510,STEWART ST,,LOT 10 BK 4 THE FARM,7492.32
500111000,300100,29330785,522,MEADE AVE,,LOT 45 BK A GOLF CLUB,0
500138000,283400,29330786,524,CAROLINE AVE,,LOT 5 WATKINS PLAT,0
500127100,263600,29330787,521,CAROLINE AVE,,LOT 27 BK A GOLF CLUB,0
500097000,391500,29330788,512,STEWART ST,,LOT 11 BK 4 THE FARM,10062.36
500112000,223400,29330789,518,MEADE AVE,,LOT 44 BK A GOLF CLUB,0
500139000,258800,29330790,522,CAROLINE AVE,,LOT 4 WATKINS PLAT,0
500126000,274700,29330791,519,CAROLINE AVE,,LOT 28 BK A GOLF CLUB,0
500113000,230900,29330792,516,MEADE AVE,,LOT 43 BK A GOLF CLUB,0
500140000,319400,29330793,520,CAROLINE AVE,,LOT 3 WATKINS PLAT,0
500125000,276400,29330794,517,CAROLINE AVE,,LOT 29 BK A GOLF CLUB,0
500114000,308100,29330795,514,MEADE AVE,,LOT 42 BK A GOLF CLUB,0
500141000,239900,29330796,518,CAROLINE AVE,,LOT 2 WATKINS PLAT,0
500124000,276400,29330797,515,CAROLINE AVE,,LOT 30 BK A GOLF CLUB,0
500115000,373500,29330798,512,MEADE AVE,,LOT 41 BK A GOLF CLUB,0
500142000,222900,29330799,516,CAROLINE AVE,,LOT 1 & STRIP WATKINS PLAT,0
500123000,330000,29330800,513,CAROLINE AVE,,LOT 31 & PT 32 BK A GOLF CLUB,0
500116000,235800,29330801,510,MEADE AVE,,LOT 40 BK A GOLF CLUB,0
500122000,294000,29330802,511,CAROLINE AVE,,"LOT 33,PT 32,34 BK A GOLF CLUB",0
500122000,294000,29330802,511,CAROLINE AVE,,"LOT 33,PT 32,34 BK A GOLF CLUB",0
500117000,263500,29330803,508,MEADE AVE,,LOT 39 BK A GOLF CLUB,0
500143000,45000,29330804,510,CAROLINE AVE,,LOT 2 WATKINS PLAT,0
500118000,336200,29330805,502,MEADE AVE,,LOTS 37 & 38 BK A GOLF CLUB,0
500143100,31500,29330806,0,CAROLINE AVE,,LOT 1,0
500120000,248900,29330807,509,CAROLINE AVE,,LOTS 34-36 BK A GOLF CLUB,0
520053000,16344400,29330808,735,PARK ST,,PARCELS A & Y,683892
520049200,359500,29330809,500,PARK HILL,,LOT C,8450.64
520049100,512000,29330810,504,PARK HILL,,LOT B,8624.88
520050000,922800,29330811,747,PARK ST,,LOT,34935.12
520049000,982500,29330812,751,PARK ST,,LOT A,21431.52
520051000,41900,29330813,0,PARK ST,REAR,LOT B,8581.32
520052000,1431500,29330814,743,PARK ST,,LOT 3 & PARCEL X,38027.88
520051100,481100,29330815,745,PARK ST,,LOT A,10715.76
520048000,635500,29330816,750,PARK ST,,LOT 8 SEC E LYONS PLACE,11979
520047000,635200,29330817,736,PARK ST,,LOT 7 SEC E LYONS PLACE,12327.48
520028000,811200,29330818,606,LYONS AVE,,LOT 1 & PAR X SEC H LYONS PL,16509.24
520046000,463600,29330819,734,PARK ST,,LOT 6 SEC E LYONS PLACE,12240.36
520027000,633000,29330820,608,LYONS AVE,,LOT 2 SEC H LYONS PLACE,14636.16
520045000,799700,29330821,730,PARK ST,,LOT 5 SEC E LYONS PLACE,11979
520026000,751500,29330822,700,LYONS AVE,,LOT 3 SEC H LYONS PLACE,14026.32
520029000,685600,29330823,725,CARGIL LN,,LOT 11 LYONS PLACE,14157
520024000,692000,29330824,704,LYONS AVE,,LOT 4 SEC H LYONS PLACE,14026.32
520044000,621100,29330825,726,PARK ST,,LOT 4 SEC E LYONS PLACE,11543.4
480078300,200,29330826,0,250 BYPASS,,LOT,5183.64
480079000,216800,29330827,839,ST CHARLES AVE,,LOT,19819.8
520030000,1567800,29330828,721,CARGIL LN,,LOTS 10&26 & PAR X LYONS PLACE,25700.4
520023000,694300,29330829,708,LYONS AVE,,LOT 5&STR IN REAR SE H LYONS P,18992.16
520043000,492300,29330830,722,PARK ST,,LOT 3 SEC E LYONS PLACE,10933.56
520022000,674500,29330831,712,LYONS AVE,,LOT 6A SEC H LYONS PLACE,9713.88
520025000,391100,29330832,726,CARGIL LN,,LOT 13 LYONS PLACE,13242.24
520042000,623500,29330833,718,PARK ST,,LOT 2 SEC E LYONS PLACE,11761.2
520031000,533200,29330834,717,CARGIL LN,,LOT 25 LYONS PLACE,11891.88
520021000,793800,29330835,714,LYONS AVE,,6B,50965.2
520032000,540900,29330836,715,CARGIL LN,,LOT 13 LYONS PLACE,9539.64
520083000,1390600,29330837,718,CARGIL LN,,"LOT 14,A,PT 12 & 15 LYONS PL",56192.4
520020000,459700,29330838,716,LYONS AVE,,LOT 8B SEC H LYONS PLACE,13503.6
520033000,701500,29330839,713,CARGIL LN,,LOT 12 LYONS PARK,10933.56
520054000,1336900,29330840,721,PARK ST,,LOT & LOT 1A,39465.36
520041000,478800,29330841,716,PARK ST,,PT LOT 1 SEC E LYONS PLACE,11979
520018000,435400,29330842,720,LYONS AVE,,PT LOT 9 & STR SE H LYONS PL,21736.44
520055000,1039600,29330843,717,PARK ST,,LOT,29751.48
520034000,516000,29330844,711,CARGIL LN,,LOT 11 LYONS PARK,12240.36
520017400,441900,29330845,726,LYONS AVE,,LOTS 4 & 5A PE TAYLOR DEV,9321.84
520040000,705800,29330846,712,PARK ST,,PT LOT 1 LYONS PARK,11020.68
520017500,113600,29330847,0,LYONS AVE,,LOT 5B PE TAYLOR DEV,8102.16
520017600,675000,29330848,730,LYONS AVE,,LOTS 6 & 5C PE TAYLOR DEV,16857.72
520082000,497300,29330849,716,CARGIL LN,,LOT 16 LYONS PLACE,8755.56
520035000,590800,29330850,709,CARGIL LN,,LOT 10 LYONS PARK,10367.28
520019000,803000,29330851,711,EVERGREEN AVE,,LOT 8A SEC H LYONS PLACE,16378.56
520039000,995800,29330852,710,PARK ST,,LOT 2 LYONS PARK,11630.52
520056000,1518500,29330853,713,PARK ST,,LOT,39813.84
520079000,469400,29330854,701,LYONS COURT LN,,LOT 17 LYONS PLACE,9801
520086000,933000,29330855,709,LYONS COURT LN,,LOT 20 & PT 15 LYONS PLACE,11891.88
520080000,579700,29330856,705,LYONS COURT LN,,LOT 18 LYONS PLACE,9801
520087000,668100,29330857,711,LYONS COURT LN,,PT LOT 15 & LOT 21 LYONS PLACE,12066.12
520017300,531700,29330858,762,LEXINGTON AVE,,LOT 3 P E TAYLOR DEV,11543.4
520081000,562900,29330859,707,LYONS COURT LN,,LOT 19 LYONS PLACE,9801
520088000,783100,29330860,717,LYONS COURT LN,,LOT LYONS PARK,24698.52
520037000,748700,29330861,601,LYONS CT,,LOT 9 LYONS PLACE,9365.4
520018100,579500,29330862,713,EVERGREEN AVE,,PT LOT 9 & STR BK H LYONS PL,4791.6
520092000,515100,29330863,707,EVERGREEN AVE,,LOT 4 & STRIP SEC D LYONS PL,11194.92
520038000,783800,29330864,708,PARK ST,,LOT 3 LYONS PARK,11674.08
520036000,711000,29330865,605,LYONS CT,,LOT 8 LYONS PARK,9365.4
520017200,548800,29330866,760,LEXINGTON AVE,,LOT 2 P E TAYLOR DEV,11891.88
520091000,570800,29330867,705,EVERGREEN AVE,,LOT 3 & STRIP SEC D LYONS PL,10497.96
520057000,865900,29330868,709,PARK ST,,LOT,16247.88
520078000,1545500,29330869,610,LYONS CT,,RESERVATION LYONS PLACE,64251
520090000,504700,29330870,703,EVERGREEN AVE,,LOT 2 SEC D LYONS PLACE,10497.96
520061000,980100,29330871,704,PARK ST,,LOT 4 SEC B LYONS COURT,16814.16
520093000,363800,29330872,708,EVERGREEN AVE,,LOT 22 SEC A LYONS PLACE,10018.8
520058000,2590000,29330873,705,PARK ST,,"LOTS 1,2 & 3",53665.92
520077000,564400,29330874,706,LYONS COURT LN,,LOT 24 & STRIP LYONS PLACE,7579.44
520140000,385600,29330875,763,LEXINGTON AVE,,LOT 17 SEC C LYONS PLACE,9365.4
520062000,810600,29330876,602,LYONS CT,,LOT 6 SEC B LYONS PLACE,8624.88
520076000,924400,29330877,710,LYONS COURT LN,,"LOTS 22,23 & STRIP LYONS PL",19209.96
520089000,596400,29330878,701,EVERGREEN AVE,,LOT 1 SEC D LYONS PLACE,9104.04
520094000,510900,29330879,704,EVERGREEN AVE,,LOT 21 SEC A LYONS PLACE,8015.04
520063000,707600,29330880,606,LYONS CT,,LOT 7& PARCEL X SEC B LYONS PL,12066.12
520059000,1362400,29330881,702,PARK ST,,LOTS 1-3&5 SEC B LYONS PLACE,46347.84
520141000,503100,29330882,756,LEXINGTON AVE,,LOT 29 SEC C LYONS PLACE,10018.8
520075000,550900,29330883,712,LYONS COURT LN,,LOT LYONS PLACE,10977.12
520095000,753500,29330884,702,EVERGREEN AVE,,LOT 20 SEC A LYONS PLACE,8450.64
520139000,700900,29330885,761,LEXINGTON AVE,,LOT 16 SEC C LYONS PLACE,6098.4
520074000,654500,29330886,679,EVERGREEN AVE,,LOT 13 & STR SE B LYONS PL,9757.44
520142000,509600,29330887,752,LEXINGTON AVE,,LOT 28 LYONS PLACE,8232.84
520096000,850900,29330888,700,EVERGREEN AVE,,LOT 19 SEC A LYONS PLACE,8755.56
520064000,1084500,29330889,625,EVERGREEN AVE,,LOT 4 SEC B LYONS PLACE,11935.44
520137000,463400,29330890,747,LEXINGTON AVE,,LOTS 14 & 15 SEC C LYONS PLACE,12980.88
520137000,463400,29330890,747,LEXINGTON AVE,,LOTS 14 & 15 SEC C LYONS PLACE,12980.88
520143000,387400,29330891,750,LEXINGTON AVE,,LOT 27 SEC C LYONS PLACE,8232.84
520073000,539200,29330892,677,EVERGREEN AVE,,LOT 12 SEC B LYONS PLACE,10497.96
520065000,573600,29330893,629,EVERGREEN AVE,,LOT 5 SEC B LYONS PLACE,11630.52
520066000,785100,29330894,633,EVERGREEN AVE,,LOT 6 SEC B LYONS PLACE,11194.92
520069000,642600,29330895,659,EVERGREEN AVE,,PT LOT 9 SEC B LYONS PLACE,15768.72
520097000,617600,29330896,682,EVERGREEN AVE,,LOT 18 SEC A LYONS PLACE,9365.4
520144000,347300,29330897,748,LEXINGTON AVE,,LOT 26 SEC C LYONS PLACE,7361.64
520072000,667200,29330898,675,EVERGREEN AVE,,LOT 11 SEC B LYONS PLACE,10497.96
520067000,699800,29330899,645,EVERGREEN AVE,,LOT 7 SEC B LYONS PLACE,10846.44
520136000,593200,29330900,745,LEXINGTON AVE,,LOT 13 SEC C LYONS PLACE,6882.48
520071000,959000,29330901,673,EVERGREEN AVE,,PT LOTS 9 & 10 SEC B LYONS PL,14418.36
520068000,936800,29330902,651,EVERGREEN AVE,,LOT 8 SEC B LYONS PLACE,13590.72
520145000,496500,29330903,746,LEXINGTON AVE,,LOT 25 SEC C LYONS PLACE,6969.6
520098000,586100,29330904,678,EVERGREEN AVE,,LOT 17 SEC A LYONS PLACE,9626.76
520191000,185700,29330905,0,NORTHWOOD AVE,,LOT,7492.32
520113000,1041500,29330906,636,PARK ST,,PT LOT 1 SEC A LYONS PLACE,15681.6
520135000,684900,29330907,741,LEXINGTON AVE,,LOT 12 SEC C LYONS PLACE,7187.4
520190000,1320900,29330908,627,PARK ST,,LOT,37505.16
520070000,537700,29330909,661,EVERGREEN AVE,,PT LOTS 9&10 SEC B LYONS PLACE,7710.12
520146000,565800,29330910,744,LEXINGTON AVE,,LOT 24 SEC C LYONS PLACE,6534
520099000,520000,29330911,676,EVERGREEN AVE,,LOT 16 SEC A LYONS PLACE,10149.48
520112000,1032900,29330912,616,EVERGREEN AVE,,LOT 3 & STRIP BK A LYONS PLACE,12501.72
520134000,568600,29330913,739,LEXINGTON AVE,,LOT 11 SEC C LYONS PLACE,7492.32
520111000,590700,29330914,622,EVERGREEN AVE,,LOT 4 SEC A LYONS PLACE,10236.6
520147000,711800,29330915,742,LEXINGTON AVE,,PT LOT 23 SEC C LYONS PLACE,6229.08
520114000,1676500,29330916,632,PARK ST,,LOT 2 SEC A LYONS PLACE,13111.56
520100000,672600,29330917,674,EVERGREEN AVE,,LOT 15 SEC A LYONS PLACE,10585.08
520110000,866700,29330918,628,EVERGREEN AVE,,LOT 5 SEC A LYONS PLACE,10105.92
520133000,528800,29330919,737,LEXINGTON AVE,,LOT 10 SEC C LYONS PLACE,7753.68
520109000,1010200,29330920,632,EVERGREEN AVE,,LOT 6 SEC A LYONS PLACE,9975.24
520148000,687200,29330921,740,LEXINGTON AVE,,LOT 22 SEC C LYONS PL,5793.48
520108000,787900,29330922,638,EVERGREEN AVE,,LOT 7 SEC A LYONS PLACE,10018.8
520132000,657800,29330923,731,LEXINGTON AVE,,LOT 9 SEC C LYONS PLACE,8015.04
520101000,789300,29330924,672,EVERGREEN AVE,,LOT 14A SEC A LYONS PLACE,22084.92
520189000,1349800,29330925,625,PARK ST,,LOT,21780
520107000,836000,29330926,650,EVERGREEN AVE,,LOT 8 SEC A LYONS PLACE,10018.8
520149000,567000,29330927,738,LEXINGTON AVE,,REVISED LOT 21 SEC C LYONS PL,8624.88
520106000,740500,29330928,654,EVERGREEN AVE,,LOT 9 SEC A LYONS PLACE,10062.36
520131000,870600,29330929,723,LEXINGTON AVE,,LOTS 7 & 8 SEC C LYONS PLACE,15115.32
520105000,1316500,29330930,656,EVERGREEN AVE,,LOT 10 SEC A LYONS PLACE,10062.36
520102000,1195700,29330931,670,EVERGREEN AVE,,LOT 13A SEC A LYONS PLACE,12458.16
520187000,242200,29330932,0,WINE ST,,LOT B,18033.84
520104000,572500,29330933,660,EVERGREEN AVE,,LOT 11 SEC A LYONS PLACE,10062.36
520116000,825800,29330934,613,PARK LN E,,LOTS 3 & 4 LYONS PLACE,13634.28
520150000,487300,29330935,722,LEXINGTON AVE,,LOT 20 SEC C LYONS PLACE,8189.28
520188000,1257300,29330936,621,PARK ST,,LOT A,39683.16
520103000,829500,29330937,666,EVERGREEN AVE,,LOT 12 SEC A LYONS PLACE,14461.92
520117000,354100,29330938,615,PARK LN E,,LOT 5 LYONS PLACE,5401.44
520118000,449500,29330939,617,PARK LN E,,LOT 6 & PT LOT 7 LYONS PLACE,7797.24
520130000,814300,29330940,721,LEXINGTON AVE,,LOT 6 SEC C LYONS PLACE,7753.68
520119000,29500,29330941,0,PARK LN E,,PT LOTS 7 & 8 LYONS PLACE,6795.36
520151000,647500,29330942,718,LEXINGTON AVE,,LOTS 18 & 19 SEC C LYONS PLACE,16465.68
520129000,763800,29330943,717,LEXINGTON AVE,,LOT 5 SEC C LYONS PLACE,7448.76
520185000,1541200,29330944,620,PARK ST,,LOT ,34194.6
520187100,870600,29330945,221,WINE ST,,LOT,11151.36
520122000,33800,29330946,0,PARK LN E,,LOT LYONS PLACE,7710.12
520186000,2350000,29330947,617,PARK ST,,LOT,19689.12
520123000,23800,29330948,0,EVERGREEN AVE,REAR,LOT LYONS PLACE,7274.52
520128000,629400,29330949,713,LEXINGTON AVE,,LOT 4 SEC C LYONS PLACE,7318.08
520152000,615900,29330950,716,LEXINGTON AVE,,LOTS 5 & 6 BK 17 LOCUST GROVE,15986.52
520124000,210500,29330951,0,PARK LN E,,LOT & STRIP LYONS PLACE,15028.2
520185400,970200,29330952,618,PARK LN E,,"LOT & PARCEL ""X""",10454.4
520185400,970200,29330952,618,PARK LN E,,"LOT & PARCEL ""X""",10454.4
520127000,501800,29330953,711,LEXINGTON AVE,,LOT 3 & STR SEC C LYONS PL,7797.24
520184000,1480200,29330954,616,PARK ST,,LOT A-1 & PARCEL A,43995.6
520126000,740800,29330955,709,LEXINGTON AVE,,"LOT 2,PT 1&STR SE C LYONS PL",13895.64
520154000,1072100,29330956,712,LEXINGTON AVE,,LOT 4 BK 17 LOCUST GROVE,12588.84
520185100,1014600,29330957,615,KELLY AVE,,LOT 1,21910.68
530001000,2043800,29330958,611,PARK ST,,LOT,19514.88
520155000,525000,29330959,710,LEXINGTON AVE,,LOT 3 BK 17 LOCUST GROVE,12588.84
520179000,671700,29330960,609,MALCOLM CRES,,LOT 4 MALCOLM CRESCENT,9626.76
520180000,530200,29330961,607,MALCOLM CRES,,LOT 3 MALCOLM CRESCENT,9975.24
520178000,566800,29330962,611,MALCOLM CRES,,LOT 5 MALCOLM CRESCENT,7187.4
520125000,646800,29330963,701,LEXINGTON AVE,,LOT 1A BK C LYONS PLACE,5706.36
520177000,500400,29330964,613,MALCOLM CRES,,LOT 6 MALCOLM CRESCENT,7187.4
520172100,446200,29330965,615,MALCOLM CRES,,LOT 2,10410.84
520172200,505500,29330966,611,KELLY AVE,,LOT 3,12371.04
520156100,586100,29330967,704,LEXINGTON AVE,,LOT A BK 17 LOCUST GROVE,6316.2
520181100,357000,29330968,605,MALCOLM CRES,,LOT 2B MALCOLM CRESCENT,4530.24
520184100,768500,29330969,614,PARK ST,,LOT B-1,20081.16
530002000,267100,29330970,0,PARK ST,,LOT,17990.28
520171000,610800,29330971,621,LEXINGTON AVE,,LOT 6 BK 8 LOCUST GROVE,8755.56
520157000,794700,29330972,700,LEXINGTON AVE,,LOT D BK 17 LOCUST GROVE,6577.56
520183000,1674600,29330973,540,PARK ST,,LOT,21431.52
520156000,378600,29330974,703,ST CHARLES AVE,,LOT B BK 17 LOCUST GROVE,6316.2
520172300,488100,29330975,609,KELLY AVE,,LOT 4,10802.88
520170000,1044800,29330976,615,LEXINGTON AVE,,LOT 5 BK 8 LOCUST GROVE,8755.56
530005000,877600,29330977,329,PARKWAY ST,,PT LOT 16 BK C PARK PLAZA,6969.6
520181000,346400,29330978,603,MALCOLM CRES,,LOT 2A MALCOLM CRESCENT,4486.68
530004000,1851100,29330979,601,PARK ST,,LOT,0
520183100,643500,29330980,603,FARISH ST,,LOT A,9757.44
520172000,527900,29330981,614,MALCOLM CRES,,LOT 1,8799.12
520157100,492500,29330982,701,ST CHARLES AVE,,LOT C BK 17 LOCUST GROVE,6011.28
520169000,679100,29330983,607,LEXINGTON AVE,,LOT 4 BK 8 LOCUST GROVE,8755.56
520175000,518600,29330984,608,MALCOLM CRES,,LOT 8 MALCOLM CRESCENT,9278.28
520176000,641100,29330985,612,MALCOLM CRES,,LOT 7 MALCOLM CRESCENT,9234.72
520158000,829700,29330986,620,LEXINGTON AVE,,PT LOT 6 BK 9 LOCUST GROVE,7013.16
520172400,541700,29330987,607,KELLY AVE,,LOT 5,6838.92
520182000,363900,29330988,601,MALCOLM CRES,,LOT 1 MALCOLM CRESCENT,7361.64
520168000,597400,29330989,605,LEXINGTON AVE,,LOT 3 BK 8 LOCUST GROVE,8755.56
530126000,1298200,29330990,534,PARK ST,,LOT,11107.8
520160000,541900,29330991,616,LEXINGTON AVE,,PT LOT 5 BK 9 LOCUST GROVE,6969.6
520172500,335300,29330992,605,KELLY AVE,,LOT 6,5924.16
520174000,399500,29330993,600,MALCOLM CRES,,LOT 9 MALCOLM CRESCENT,5880.6
520159000,491200,29330994,621,ST CHARLES AVE,,PT LOT 6 BK 9 LOCUST GROVE,5619.24
520167000,693500,29330995,603,LEXINGTON AVE,,LOT 2 BK 8 LOCUST GROVE,8755.56
520161000,552600,29330996,612,LEXINGTON AVE,,LOT 4A BK 9 LOCUST GROVE,6621.12
520173200,701100,29330997,707,FARISH ST,,LOTS 9 & 10,10541.52
530125000,1133300,29330998,532,PARK ST,,PT LOT 101,21039.48
530006000,744200,29330999,330,PARKWAY ST,,LOT 3 BK W PARK PLAZA,7013.16
520173100,569900,29331000,709,FARISH ST,,LOT 8,5488.56
530128000,662800,29331001,620,FARISH ST,,LOT,18251.64
520160100,478100,29331002,609,ST CHARLES AVE,,PT LOT 5 BK 9 LOCUST GROVE,5619.24
520173000,379600,29331003,711,FARISH ST,,LOT 7,7579.44
520166000,520100,29331004,601,LEXINGTON AVE,,LOT 1 BK 8 LOCUST GROVE,8755.56
530007000,813600,29331005,332,PARKWAY ST,,LOT 4  BK W PARK PLAZA,7013.16
530129000,1118100,29331006,622,FARISH ST,,LOTS 1 & 2,28618.92
520162100,643200,29331007,608,LEXINGTON AVE,,LOT A BK 9 LOCUST GROVE,6359.76
530008000,887200,29331008,336,PARKWAY ST,,LOT 5 BK W PARK PLAZA,6969.6
520161100,274700,29331009,607,ST CHARLES AVE,,LOT 4B BK 9 LOCUST GROVE,6011.28
530009000,1597200,29331010,517,PARK ST,,LOT 6 MORAN PLACE,10110.276
520164000,635400,29331011,606,LEXINGTON AVE,,PT LOT 2 BK 9 LOCUST GROVE,7579.44
530131100,2880000,29331012,500,PARK ST,,LOT A,58370.4
530211000,148500,29331013,530,8TH ST NE,,LOT 1 & PT LOT 101,3920.4
520162000,424700,29331014,605,ST CHARLES AVE,,LOT B BK 9 LOCUST GROVE,6359.76
530213000,852700,29331015,523,LEXINGTON AVE,,LOT 7 BK 3,8755.56
530212100,604100,29331016,528,8TH ST NE,,LOT 2,5880.6
530016000,774800,29331017,401,HEDGE ST,,LOT A,5357.88
530212300,462400,29331018,710,FARISH ST,,LOT 4,7100.28
530010000,904900,29331019,515,PARK ST,,LOT 7 MORAN PLACE,10454.4
520165000,548800,29331020,600,LEXINGTON AVE,,PT LOT 1 BK 9 LOCUST GROVE,7579.44
530214000,483500,29331021,519,LEXINGTON AVE,,LOT 6 BK 3,8755.56
520163000,615700,29331022,909,SYCAMORE ST,,PT LOTS 1&2 BK 9 LOCUST GROVE,10018.8
530017000,341800,29331023,315,HEDGE ST,,LOT B,3920.4
530016200,82300,29331024,501,HEDGE ST,,PT LOT 9 MORAN PLACE,3484.8
530212200,351500,29331025,526,8TH ST NE,,LOT 3,5880.6
530212400,376600,29331026,527,KELLY AVE,,LOT 5,6882.48
530131000,1915000,29331027,0,8TH ST NE,,LOT B,41556.24
530015000,522500,29331028,403,HEDGE ST,,LOT 3 & PT LOT 9,4965.84
530011000,1068000,29331029,509,PARK ST,,LOT 8 & PT 9 MORAN PLACE,13503.6
530215000,862100,29331030,517,LEXINGTON AVE,,LOT 5 BK 3,8755.56
530014000,512300,29331031,405,HEDGE ST,,LOT 2,3179.88
530212500,404100,29331032,525,KELLY AVE,,LOT 6,6490.44
530226000,669600,29331033,524,LEXINGTON AVE,,LOT 7A BK 4 LOCUST GROVE,6229.08
530013000,412100,29331034,407,HEDGE ST,,LOT 1,4791.6
530210000,353000,29331035,524,8TH ST NE,,LOT & 5' STRIP,7710.12
530216000,540400,29331036,513,LEXINGTON AVE,,LOT 4 BK 3 LOCUST GROVE,8799.12
530012000,2469500,29331037,501,PARK ST,,LOT,15725.16
530209000,431100,29331038,522,8TH ST NE,,LOT,7884.36
530225000,577800,29331039,520,LEXINGTON AVE,,LOT 6A BK 4 LOCUST GROVE,7187.4
530208000,622400,29331040,520,8TH ST NE,,PT LOT 2,12980.88
530217000,763000,29331041,509,LEXINGTON AVE,,LOT 3 BK 3,8755.56
530123000,9399700,29331042,506,PARK ST,,LOT,81805.68
530018100,74400,29331043,0,HEDGE ST,,PT LOT 9,2962.08
530224000,825500,29331044,516,LEXINGTON AVE,,LOT 5A BK 4 LOCUST GROVE,7187.4
530019000,439600,29331045,404,HEDGE ST,,LOT 8,4617.36
530020000,284900,29331046,406,HEDGE ST,,LOT 7,4791.6
530218000,758300,29331047,503,LEXINGTON AVE,,LOT 2 BK 3,8755.56
530020100,332200,29331048,408,HEDGE ST,,LOT 6,4835.16
530207000,490200,29331049,518,8TH ST NE,,LOT,11238.48
530223000,628300,29331050,512,LEXINGTON AVE,,LOT 4A BK 4 LOCUST GROVE,6098.4
530223000,628300,29331050,512,LEXINGTON AVE,,LOT 4A BK 4 LOCUST GROVE,6098.4
530021000,803100,29331051,435,PARK ST,,LOT,7710.12
530018000,350900,29331052,434,4TH ST NE,,PT LOT 9,2482.92
530219000,1055100,29331053,501,LEXINGTON AVE,,LOT 1 BK 3 LOCUST GROVE,8755.56
530205000,366600,29331054,516,8TH ST NE,,LOT,4007.52
530222000,768800,29331055,508,LEXINGTON AVE,,LOT 3A BK 4 LOCUST GROVE,6098.4
530133000,410700,29331056,520,7TH ST NE,,PT LOTS 3 & 4,5183.64
530025000,1526400,29331057,418,4TH ST NE,,LOT,11630.52
