,RecordID_Int,ParcelNumber,SaleDate,SaleAmount,Unit,Address,UseCode,LATITUDE,LONGITUDE,Region
35597,41461,510036200,2017-06-09,375000,,913 SYCAMORE ST,Single Family,38.0337548,-78.47086540000001,2
35598,41462,510036200,2016-05-18,350000,,913 SYCAMORE ST,Single Family,38.0337548,-78.47086540000001,2
35600,41464,510036200,2005-07-13,220000,,913 SYCAMORE ST,Single Family,38.0337548,-78.47086540000001,2
35602,41466,510037000,2012-08-06,605000,,602 LOCUST AVE,Single Family-1 Conversion,38.033272700000005,-78.46991070000001,2
35603,41467,510037000,2000-08-01,251000,,602 LOCUST AVE,Single Family-1 Conversion,38.033272700000005,-78.46991070000001,2
35608,41472,510037100,2014-09-03,275000,,604 LOCUST AVE,Single Family,38.0334089,-78.4698441,2
35609,41473,510037100,2004-10-21,214000,,604 LOCUST AVE,Single Family,38.0334089,-78.4698441,2
35610,41474,510037100,2018-07-09,505000,,604 LOCUST AVE,Single Family,38.0334089,-78.4698441,2
35614,41478,510040000,2016-03-18,901500,,616 LOCUST AVE,Duplex,38.0337541,-78.4696221,2
35615,41479,510040000,2001-10-18,435000,,616 LOCUST AVE,Duplex,38.0337541,-78.4696221,2
35618,41482,510041000,2016-03-18,901500,,622 LOCUST AVE,Duplex,38.0338633,-78.4694889,2
35619,41483,510041000,2001-10-18,435000,,622 LOCUST AVE,Duplex,38.0338633,-78.4694889,2
35625,41489,510043000,2016-05-19,530000,,611 GROVE AVE,Single Family,38.0334157,-78.4690893,2
35627,41491,510044000,2018-04-16,550000,,605 GROVE AVE,Single Family,38.0332205,-78.4691781,2
35629,41493,510045000,2008-08-26,395000,,601 GROVE AVE,Single Family,38.0330297,-78.4693113,2
35632,41496,510045000,2000-08-02,191000,,601 GROVE AVE,Single Family,38.0330297,-78.4693113,2
35639,41503,510048000,2019-05-23,610000,,604 GROVE AVE,Single Family,38.0329864,-78.46866740000002,2
35646,41510,510049100,2014-07-28,363000,,612 GROVE AVE,Single Family-1 Conversion,38.033345399999995,-78.4683788,2
35648,41512,510049100,2008-02-25,310000,,612 GROVE AVE,Single Family-1 Conversion,38.033345399999995,-78.4683788,2
35662,41531,510052000,2002-05-31,180000,,704 GROVE AVE,Single Family,38.03388579999999,-78.468068,2
35667,41536,510052100,2010-11-19,189500,,705 ST CLAIR AVE,Single Family-1 Conversion,38.033773499999995,-78.46775720000001,2
35672,41541,510053000,2000-04-28,140000,,706 GROVE AVE,Single Family-1 Conversion,38.0339994,-78.4679792,2
35681,41550,510054100,2001-01-02,235000,,712 GROVE AVE,Single Family,38.0341174,-78.4679348,2
35682,41551,510054100,2000-12-22,25750,,712 GROVE AVE,Single Family,38.0341174,-78.4679348,2
35685,41554,510054100,2000-04-28,140000,,712 GROVE AVE,Single Family,38.0341174,-78.4679348,2
35689,41558,510055000,2020-01-28,205860,,711 ST CLAIR AVE,Single Family,38.0341187,-78.4675352,2
35693,41562,510055100,2012-12-27,225000,,724 GROVE AVE,Single Family-1 Conversion,38.0342311,-78.467846,2
35697,41566,510056000,2001-10-09,275000,,1104 HAZEL ST,Single Family,38.034313899999994,-78.4674463,2
35699,41568,510056000,2001-02-21,149800,,1104 HAZEL ST,Single Family,38.034313899999994,-78.4674463,2
35700,41569,510057000,2009-09-03,750000,,730 GROVE AVE,Single Family-1 Conversion,38.0344219,-78.4677128,2
35705,41574,510057000,2012-10-29,699900,,730 GROVE AVE,Single Family-1 Conversion,38.0344219,-78.4677128,2
35708,41579,510060000,2019-10-31,495000,,711 GROVE AVE,Single Family,38.034442600000006,-78.4683344,2
35713,41584,510061000,2005-12-12,335000,,709 GROVE AVE,Single Family,38.034329,-78.4684232,2
35714,41585,510061000,2000-07-31,166000,,709 GROVE AVE,Single Family,38.034329,-78.4684232,2
35718,41589,510062000,2007-01-05,260000,,707 GROVE AVE,Single Family,38.0342154,-78.468512,2
35726,41597,510065000,2010-10-12,217500,,701 GROVE AVE,Single Family,38.0338702,-78.468734,2
35733,41604,510066000,2001-08-09,432266,,700 LOCUST AVE,Single Family,38.034090500000005,-78.4693113,2
35736,41607,510067000,2000-07-31,285000,,704 LOCUST AVE,Single Family-1 Conversion,38.0342449,-78.4692225,2
35737,41608,510067000,2003-06-17,30000,,704 LOCUST AVE,Single Family-1 Conversion,38.0342449,-78.4692225,2
35741,41612,510069000,2014-08-22,707500,,714 LOCUST AVE,Single Family,38.0344766,-78.4690893,2
35743,41614,510069000,2010-04-30,390000,,714 LOCUST AVE,Single Family,38.0344766,-78.4690893,2
35745,41616,510069000,2007-06-14,400000,,714 LOCUST AVE,Single Family,38.0344766,-78.4690893,2
35747,41618,510070000,2009-07-20,500000,,716 LOCUST AVE,Single Family,38.0345902,-78.4690005,2
35749,41620,510070000,2014-06-06,540000,,716 LOCUST AVE,Single Family,38.0345902,-78.4690005,2
35750,41621,510070000,2002-05-01,290000,,716 LOCUST AVE,Single Family,38.0345902,-78.4690005,2
35755,41626,510072000,2004-12-06,280000,,724 LOCUST AVE,Single Family,38.034898999999996,-78.4688228,2
35760,41631,510073000,2019-11-26,500000,,734 LOCUST AVE,Single Family,38.035108,-78.46866740000002,2
35774,41642,510077000,2012-05-11,540000,,1033 HAZEL ST,Single Family,38.0349391,-78.4675796,2
35775,41643,510077000,2005-03-11,489500,,1033 HAZEL ST,Single Family,38.0349391,-78.4675796,2
35776,41644,510077000,2008-01-17,549000,,1033 HAZEL ST,Single Family,38.0349391,-78.4675796,2
35777,41645,510078000,2017-07-06,794000,,1107 HAZEL ST,Single Family,38.0348807,-78.46740190000001,2
35783,41648,510078000,2004-06-01,590000,,1107 HAZEL ST,Single Family,38.0348807,-78.46740190000001,2
35789,41653,510079000,2013-08-23,682500,,1111 HAZEL ST,Single Family,38.0347451,-78.4672687,2
35790,41654,510080000,2006-05-08,550000,,1115 HAZEL ST,Single Family-1 Conversion,38.034645899999994,-78.46709109999999,2
35792,41656,510080000,2010-11-19,509000,,1115 HAZEL ST,Single Family-1 Conversion,38.034645899999994,-78.46709109999999,2
35804,41671,510085000,2004-08-17,750000,,824 LOCUST AVE,Single Family,38.0360814,-78.4675796,2
35805,41672,510085000,2011-10-07,800000,,824 LOCUST AVE,Single Family,38.0360814,-78.4675796,2
35809,41676,510086000,2007-12-11,520000,,815 ST CLAIR AVE,Single Family,38.0359239,-78.4672243,2
35810,41677,510086000,2002-11-27,40000,,815 ST CLAIR AVE,Single Family,38.0359239,-78.4672243,2
35814,41681,510086000,2002-11-27,325000,,815 ST CLAIR AVE,Single Family,38.0359239,-78.4672243,2
35815,41682,510086000,2016-12-30,550000,,815 ST CLAIR AVE,Single Family,38.0359239,-78.4672243,2
35819,41698,510088000,2017-01-20,1200000,,834 LOCUST AVE,Single Family,38.0363858,-78.46735749999999,2
35832,41708,510088200,2013-02-28,275000,,821 ST CLAIR AVE,Single Family,38.0358315,-78.4662918,2
35835,41711,510089000,2008-01-23,1575000,,850 LOCUST AVE,Single Family,38.036645,-78.466827,2
35841,41714,510090000,2011-08-31,172500,,825 ST CLAIR AVE,Single Family,38.036268299999996,-78.46575899999999,2
35845,41718,510090100,2019-11-22,330000,,827 ST CLAIR AVE,Duplex,38.0361409,-78.4659144,2
35847,41720,510090100,2003-09-24,165000,,827 ST CLAIR AVE,Duplex,38.0361409,-78.4659144,2
35856,41727,510092000,2017-11-17,2100000,,854 LOCUST AVE,Single Family,38.0369407,-78.4667803,2
35858,41728,510092000,2011-07-15,580000,,854 LOCUST AVE,Single Family,38.0369407,-78.4667803,2
35862,41730,510092000,2020-05-27,2400000,,854 LOCUST AVE,Single Family,38.0369407,-78.4667803,2
35865,41732,510093000,2010-07-30,585000,,864 LOCUST AVE,Single Family,38.03720429999999,-78.4665583,2
35869,41736,510093100,2009-03-31,325000,,837 ST CLAIR AVE,Single Family,38.0366367,-78.46535940000001,2
35870,41737,510093100,2004-03-31,258000,,837 ST CLAIR AVE,Single Family,38.0366367,-78.46535940000001,2
35872,41739,510094000,2017-04-24,1150000,,872 LOCUST AVE,Single Family,38.0374679,-78.4663363,2
35873,41740,510094000,2002-09-03,625000,,872 LOCUST AVE,Single Family,38.0374679,-78.4663363,2
35874,41741,510094000,2003-12-31,650000,,872 LOCUST AVE,Single Family,38.0374679,-78.4663363,2
35878,41745,510094100,2004-08-31,335000,,841 ST CLAIR AVE,Single Family,38.0368727,-78.46527059999998,2
35881,41748,510095000,2004-08-20,590000,,874 LOCUST AVE,Single Family,38.0376135,-78.46615859999999,2
35886,41753,510095000,2017-04-14,758500,,874 LOCUST AVE,Single Family,38.0376135,-78.46615859999999,2
35887,41754,510095000,2001-03-16,385000,,874 LOCUST AVE,Single Family,38.0376135,-78.46615859999999,2
35888,41755,510095000,2000-08-25,158000,,874 LOCUST AVE,Single Family,38.0376135,-78.46615859999999,2
35889,41756,510095000,2014-04-25,690000,,874 LOCUST AVE,Single Family,38.0376135,-78.46615859999999,2
35892,41759,510097000,2005-08-30,550000,,878 LOCUST AVE,Single Family-1 Conversion,38.0379135,-78.4658922,2
35896,41763,510098000,2007-10-05,170000,,1004 LONG ST,Single Family,38.037737,-78.4655949,2
35902,41769,510099000,2009-05-11,98000,,1006 LONG ST,Single Family,38.037515500000005,-78.4655814,2
35903,41770,510099000,2007-06-01,103000,,1006 LONG ST,Single Family,38.037515500000005,-78.4655814,2
35909,41777,510100100,2020-01-16,292500,,1010 LONG ST,Duplex,38.03733,-78.465321,2
35913,41781,510101000,2017-07-20,310000,,1014 LONG ST,Single Family,38.037144,-78.465003,2
35915,41783,510101000,2007-03-16,231500,,1014 LONG ST,Single Family,38.037144,-78.465003,2
35917,41785,510101000,2015-01-09,254000,,1014 LONG ST,Single Family,38.037144,-78.465003,2
35918,41786,510102000,2002-12-02,225000,,1016 LONG ST,Single Family,38.037032700000005,-78.46478459999999,2
35920,41788,510102000,2017-05-31,315000,,1016 LONG ST,Single Family,38.037032700000005,-78.46478459999999,2
35921,41789,510102000,2012-08-07,267000,,1016 LONG ST,Single Family,38.037032700000005,-78.46478459999999,2
35922,41790,510102000,2004-07-28,100000,,1016 LONG ST,Single Family,38.037032700000005,-78.46478459999999,2
35926,41794,510103000,2010-02-22,194500,,1200 LONG ST,Single Family-1 Conversion,38.037614399999995,-78.464712,4
35927,41795,510103000,2003-06-02,191250,,1200 LONG ST,Single Family-1 Conversion,38.037614399999995,-78.464712,4
35928,41796,510103000,2000-07-05,127500,,1200 LONG ST,Single Family-1 Conversion,38.037614399999995,-78.464712,4
35936,41816,510110000,2002-12-02,125000,,1211 MOWBRAY PL,Single Family,38.036088,-78.4639384,2
35938,41818,510111000,2016-08-15,250000,,1207-09 MOWBRAY PL,Duplex,38.036228,-78.464116,2
35939,41819,510111000,2004-12-10,263000,,1207-09 MOWBRAY PL,Duplex,38.036228,-78.464116,2
35944,41824,510112000,2013-05-31,242500,,1205 MOWBRAY PL,Single Family,38.0363316,-78.46433809999999,2
35946,41826,510112000,2007-05-31,249900,,1205 MOWBRAY PL,Single Family,38.0363316,-78.46433809999999,2
35948,41828,510112000,2016-12-15,280000,,1205 MOWBRAY PL,Single Family,38.0363316,-78.46433809999999,2
35955,41835,510114000,2006-04-17,290000,,838 ST CLAIR AVE,Single Family-1 Conversion,38.036426,-78.464727,2
35958,41838,510115000,2012-07-19,230000,,832 ST CLAIR AVE,Single Family,38.0362024,-78.4650929,2
35961,41841,510116000,2012-07-25,197500,,828 ST CLAIR AVE,Single Family,38.036097600000005,-78.46527059999998,2
35963,41843,510116000,2020-01-06,535000,,828 ST CLAIR AVE,Single Family,38.036097600000005,-78.46527059999998,2
35965,41845,510117000,2008-08-08,342410,,826 ST CLAIR AVE,Single Family,38.035952,-78.46544820000001,2
35983,41863,510122000,2016-05-06,325000,,1210 MOWBRAY PL,Single Family,38.0357924,-78.46424920000001,2
35984,41864,510122000,2009-06-02,250000,,1210 MOWBRAY PL,Single Family,38.0357924,-78.46424920000001,2
35994,41874,510127000,2019-07-15,350000,,810 ST JAMES CIR,Single Family-1 Conversion,38.0354316,-78.46513730000001,2
35999,41879,510127100,2014-03-04,230000,,812 ST JAMES CIR,Single Family,38.0352464,-78.46491529999999,2
36002,41882,510128000,2017-02-09,280000,,818 ST CLAIR AVE,Single Family-1 Conversion,38.03569279999999,-78.4657146,2
36005,41885,510129000,2008-06-27,530000,,1201 HAZEL ST,Single Family,38.034792700000004,-78.46651390000001,2
36006,41886,510129000,2005-04-15,285000,,1201 HAZEL ST,Single Family,38.034792700000004,-78.46651390000001,2
36013,41893,510129100,2015-03-19,212500,,806-808 ST CLAIR AVE,Duplex,38.035171000000005,-78.46615209999999,2
36015,41895,510129200,2001-08-06,159900,,814 ST CLAIR AVE,Single Family-1 Conversion,38.0354744,-78.465981,2
36016,41896,510129200,2015-08-10,329000,,814 ST CLAIR AVE,Single Family-1 Conversion,38.0354744,-78.465981,2
36021,41901,510129300,2015-03-19,212500,,810-812 ST CLAIR AVE,Duplex,38.0353056,-78.4660305,2
36044,41924,510132000,2005-04-15,395000,,1209 HAZEL ST,Single Family,38.03445,-78.46593659999999,2
36045,41925,510132000,2001-03-30,110000,,1209 HAZEL ST,Single Family,38.03445,-78.46593659999999,2
36049,41929,510133000,2004-08-12,275000,,1211 HAZEL ST,Single Family,38.034396,-78.46580340000001,2
36054,41934,510135000,2014-02-05,300000,,806 VALLEY VIEW CIR,Single Family-1 Conversion,38.034448,-78.4650929,2
36056,41936,510135100,2014-02-11,347000,,808 VALLEY VIEW CIR,Single Family-1 Conversion,38.0345842,-78.46502629999999,2
36058,41938,510135100,2019-05-15,430000,,808 VALLEY VIEW CIR,Single Family-1 Conversion,38.0345842,-78.46502629999999,2
36061,41941,510135100,2005-10-14,325000,,808 VALLEY VIEW CIR,Single Family-1 Conversion,38.0345842,-78.46502629999999,2
36062,41942,510135100,2003-06-20,248461,,808 VALLEY VIEW CIR,Single Family-1 Conversion,38.0345842,-78.46502629999999,2
36070,41950,510135300,2003-08-01,212500,,812 VALLEY VIEW CIR,Single Family,38.0347888,-78.4648265,2
36071,41951,510135400,2003-06-25,58000,,814 VALLEY VIEW CIR,Single Family,38.0349564,-78.46487090000001,2
36077,41957,510135700,2016-06-24,210000,,820 VALLEY VIEW CIR,Single Family,38.034891200000004,-78.46544820000001,2
36081,41961,510135700,2016-12-30,295000,,820 VALLEY VIEW CIR,Single Family,38.034891200000004,-78.46544820000001,2
36089,41969,510137000,2012-06-15,491800,,1221 HAZEL ST,Single Family-1 Conversion,38.0340808,-78.4650929,2
36097,41973,510137000,2007-04-18,475000,,1221 HAZEL ST,Single Family-1 Conversion,38.0340808,-78.4650929,2
36114,41987,510140000,2009-11-24,221000,,1218 HAZEL ST,Single Family,38.0337708,-78.4656702,2
36118,41991,510142000,2019-09-04,336000,,709 GILLESPIE AVE,Single Family,38.033322,-78.4656702,2
36119,41992,510142000,2008-04-28,249000,,709 GILLESPIE AVE,Single Family,38.033322,-78.4656702,2
36124,41997,510143000,2005-12-01,300000,,707 GILLESPIE AVE,Single Family,38.0332084,-78.46575899999999,2
36131,42020,510147000,2011-05-06,176000,,1214 HAZEL ST,Single Family,38.033883200000005,-78.465981,2
36133,42022,510147000,2018-02-01,500000,,1214 HAZEL ST,Single Family,38.033883200000005,-78.465981,2
36136,42025,510150000,2017-07-17,804000,,1208 HAZEL ST,Single Family,38.034032,-78.4662474,2
36143,42034,510154000,2005-04-29,675000,,1200 HAZEL ST,Single Family,38.0342479,-78.4667803,2
36153,42044,510158000,2007-04-20,280000,,708 ST CLAIR AVE,Single Family-1 Conversion,38.0337615,-78.4672243,2
36167,42058,510163000,2003-04-09,187500,,1303 POPLAR ST,Single Family,38.0331915,-78.4668247,2
36168,42059,510163000,2002-03-07,160000,,1303 POPLAR ST,Single Family,38.0331915,-78.4668247,2
36170,42061,510164000,2006-02-06,265000,,1305 POPLAR ST,Single Family,38.0330879,-78.4666027,2
36173,42064,510164000,2010-07-30,187000,,1305 POPLAR ST,Single Family,38.0330879,-78.4666027,2
36175,42066,510164000,2010-03-12,267837,,1305 POPLAR ST,Single Family,38.0330879,-78.4666027,2
36176,42067,510164000,2008-03-14,315000,,1305 POPLAR ST,Single Family,38.0330879,-78.4666027,2
36177,42068,510164000,2000-12-11,50000,,1305 POPLAR ST,Single Family,38.0330879,-78.4666027,2
36180,42071,510165000,2001-07-03,107000,,1309 POPLAR ST,Single Family,38.0330113,-78.4664473,2
36182,42073,510166000,2007-10-16,350000,,1311 POPLAR ST,Single Family,38.0329756,-78.4662918,2
36183,42074,510166000,2002-09-12,158000,,1311 POPLAR ST,Single Family,38.0329756,-78.4662918,2
36186,42077,510167000,2013-11-26,249000,,1313 POPLAR ST,Single Family,38.0329172,-78.46611419999999,2
36191,42082,510168000,2013-12-20,190500,,1315 POPLAR ST,Duplex,38.032818,-78.46593659999999,2
36192,42083,510169000,2000-03-10,78946,,1314 POPLAR ST,Single Family,38.0325136,-78.46615859999999,2
36193,42084,510169000,2000-03-31,105000,,1314 POPLAR ST,Single Family,38.0325136,-78.46615859999999,2
36194,42085,510169000,2006-11-29,235000,,1314 POPLAR ST,Single Family,38.0325136,-78.46615859999999,2
36195,42086,510169000,2012-12-21,217000,,1314 POPLAR ST,Single Family,38.0325136,-78.46615859999999,2
36197,42088,510169000,2005-07-21,240000,,1314 POPLAR ST,Single Family,38.0325136,-78.46615859999999,2
36202,42093,510169000,2018-06-29,425000,,1314 POPLAR ST,Single Family,38.0325136,-78.46615859999999,2
36204,42095,510170000,2015-06-04,332500,,1312 POPLAR ST,Single Family,38.0325675,-78.4662918,2
36206,42097,510170000,2005-06-30,329900,,1312 POPLAR ST,Single Family,38.0325675,-78.4662918,2
36208,42099,510170000,2007-05-01,350000,,1312 POPLAR ST,Single Family,38.0325675,-78.4662918,2
36213,42104,510172000,2004-06-25,145000,,1308 POPLAR ST,Single Family,38.0327163,-78.4665583,2
36216,42107,510172000,2001-05-24,60000,,1308 POPLAR ST,Single Family,38.0327163,-78.4665583,2
36217,42108,510172000,2001-08-01,100000,,1308 POPLAR ST,Single Family,38.0327163,-78.4665583,2
36219,42110,510172000,2000-04-19,52000,,1308 POPLAR ST,Single Family,38.0327163,-78.4665583,2
36225,42116,510174000,2019-09-24,70000,,1304 POPLAR ST,Single Family,38.0328287,-78.4668691,2
36235,42146,510177000,2000-08-18,115000,,604 ORANGE ST,Single Family,38.032400700000004,-78.4674907,2
36236,42147,510178000,2018-06-21,225000,,606 ORANGE ST,Single Family,38.0325595,-78.4674463,2
36243,42154,510179100,2005-10-19,145500,,608 ORANGE ST,Duplex,38.032709499999996,-78.4673131,2
36245,42156,510180000,2002-03-15,320000,,1200 POPLAR ST,Single Family-2 Conversion,38.033043400000004,-78.4678016,2
36252,42161,510181000,2002-03-15,320000,,607-609 ORANGE ST,Duplex,38.0329562,-78.4676297,2
36260,42166,510182000,2005-12-02,190000,,605 ORANGE ST,Single Family,38.032712599999996,-78.46775720000001,2
36266,42172,510184000,2010-01-08,218000,,1201 SYCAMORE ST,Duplex,38.0325846,-78.46811240000001,2
36276,42182,520003000,2002-04-15,189900,,806 PARK ST,Single Family,38.0399424,-78.472375,1
36280,42186,520004000,2014-07-29,599900,,802 PARK ST,Single Family,38.0397604,-78.472597,1
36281,42187,520004000,2020-02-04,750000,,802 PARK ST,Single Family,38.0397604,-78.472597,1
36282,42188,520004000,2007-02-21,310000,,802 PARK ST,Single Family,38.0397604,-78.472597,1
36284,42190,520004000,2008-07-30,326000,,802 PARK ST,Single Family,38.0397604,-78.472597,1
36287,42193,520004000,2002-06-28,180000,,802 PARK ST,Single Family,38.0397604,-78.472597,1
36294,42200,520007000,2013-08-16,455000,,609 LYONS AVE,Single Family,38.0393229,-78.47188659999999,1
36296,42202,520007000,2007-12-27,365000,,609 LYONS AVE,Single Family,38.0393229,-78.47188659999999,1
36300,42206,520008000,2002-03-01,175000,,701 LYONS AVE,Single Family,38.0391785,-78.4716646,1
36302,42208,520009000,2005-03-24,306000,,703 LYONS AVE,Single Family,38.0390706,-78.47139820000001,1
36306,42212,520009000,2005-10-14,343000,,703 LYONS AVE,Single Family,38.0390706,-78.47139820000001,1
36314,42220,520010200,2001-05-01,118000,,622 250 BYPASS,Duplex,38.0393491,-78.4707807,1
36316,42222,520010200,2011-08-18,140500,,622 250 BYPASS,Duplex,38.0393491,-78.4707807,1
36320,42226,520010200,2002-12-20,59100,,622 250 BYPASS,Duplex,38.0393491,-78.4707807,1
36328,42234,520010500,2002-09-16,163650,,610 250 BYPASS,Single Family,38.0396286,-78.471455,1
36331,42237,520011000,2000-07-31,160000,,711 LYONS AVE,Single Family,38.0389626,-78.4711318,1
