RecordID_Int,ParcelNumber,SaleDate,SaleAmount,StreetName,StreetNumber,Unit
36183,440028320,1990/10/04 00:00:00+00,0,WESTWOOD RD,1438,
36184,440028320,1976/09/01 00:00:00+00,42000,WESTWOOD RD,1438,
36185,440028330,2004/07/30 00:00:00+00,225000,WESTWOOD RD,1434,
36186,440028330,2008/06/27 00:00:00+00,257000,WESTWOOD RD,1434,
36187,440028330,1992/10/26 00:00:00+00,80000,WESTWOOD RD,1434,
36188,440028330,1996/05/17 00:00:00+00,79500,WESTWOOD RD,1434,
36189,440028340,1983/07/11 00:00:00+00,68000,WESTWOOD RD,1432,
36190,440028340,1976/11/08 00:00:00+00,0,WESTWOOD RD,1432,
36191,440028350,1991/05/24 00:00:00+00,93500,WESTWOOD RD,1430,
36192,440028350,2017/08/09 00:00:00+00,330500,WESTWOOD RD,1430,
36193,440028350,2001/05/01 00:00:00+00,155500,WESTWOOD RD,1430,
36194,440028350,2006/12/21 00:00:00+00,0,WESTWOOD RD,1430,
36195,440028350,2007/03/23 00:00:00+00,302000,WESTWOOD RD,1430,
36196,440028350,1996/05/21 00:00:00+00,107000,WESTWOOD RD,1430,
36197,440028350,2004/06/23 00:00:00+00,255000,WESTWOOD RD,1430,
36198,440028360,2007/03/29 00:00:00+00,0,WESTWOOD RD,1428,
36199,440028360,1974/03/15 00:00:00+00,37500,WESTWOOD RD,1428,
36200,440028360,2013/09/06 00:00:00+00,240000,WESTWOOD RD,1428,
36201,440028370,1992/10/22 00:00:00+00,0,WESTWOOD RD,1426,
36202,440028370,1962/09/27 00:00:00+00,20500,WESTWOOD RD,1426,
36203,440028380,2012/08/23 00:00:00+00,0,WESTWOOD RD,1424,
36204,440028380,1996/10/09 00:00:00+00,0,WESTWOOD RD,1424,
36205,440028380,2013/03/04 00:00:00+00,226000,WESTWOOD RD,1424,
36206,440028380,1997/03/18 00:00:00+00,0,WESTWOOD RD,1424,
36207,440028400,1996/10/16 00:00:00+00,0,RUGBY AVE,1438,
36208,440028400,2007/03/20 00:00:00+00,252500,RUGBY AVE,1438,
36209,440028400,1991/02/22 00:00:00+00,111000,RUGBY AVE,1438,
36210,440028401,1994/05/26 00:00:00+00,0,WESTWOOD RD,1414-16,
36211,440028401,1989/08/29 00:00:00+00,435000,WESTWOOD RD,1414-16,
36212,440028401,2001/04/06 00:00:00+00,820000,WESTWOOD RD,1414-16,
36213,440028440,1990/12/21 00:00:00+00,74700,WESTWOOD RD,1410,
36214,440028440,1993/09/16 00:00:00+00,93500,WESTWOOD RD,1410,
36215,440028450,1998/02/27 00:00:00+00,109000,WESTWOOD RD,1408,
36216,440028450,1997/06/18 00:00:00+00,105000,WESTWOOD RD,1408,
36217,440028450,1983/03/07 00:00:00+00,70000,WESTWOOD RD,1408,
36218,440028500,1968/02/28 00:00:00+00,9300,RUGBY AVE,1436,
36219,440028500,1955/08/03 00:00:00+00,16500,RUGBY AVE,1436,
36220,440028500,2004/12/20 00:00:00+00,255000,RUGBY AVE,1436,
36221,440028600,1963/05/31 00:00:00+00,19000,RUGBY AVE,1432,
36222,440028700,1985/03/01 00:00:00+00,68333,RUGBY AVE,1430,
36223,440028700,2008/06/06 00:00:00+00,260000,RUGBY AVE,1430,
36224,440028700,2000/05/26 00:00:00+00,148500,RUGBY AVE,1430,
36225,440028700,2019/10/25 00:00:00+00,395000,RUGBY AVE,1430,
36226,440028700,2014/07/29 00:00:00+00,0,RUGBY AVE,1430,
36227,440028700,1996/01/29 00:00:00+00,95000,RUGBY AVE,1430,
36228,440028700,2014/05/30 00:00:00+00,335000,RUGBY AVE,1430,
36229,440028800,2003/05/16 00:00:00+00,210000,RUGBY AVE,1426,
36230,440028800,1996/10/07 00:00:00+00,102000,RUGBY AVE,1426,
36231,440028800,1996/10/16 00:00:00+00,0,RUGBY AVE,1426,
36232,440028900,1988/04/18 00:00:00+00,0,RUGBY AVE,1424,
36233,440028900,2000/08/03 00:00:00+00,148000,RUGBY AVE,1424,
36234,440028900,1996/06/24 00:00:00+00,97500,RUGBY AVE,1424,
36235,440028900,2019/12/30 00:00:00+00,245000,RUGBY AVE,1424,
36236,440029000,2011/09/07 00:00:00+00,0,ROSE HILL DR,1174,
36237,440029000,2012/08/14 00:00:00+00,170000,ROSE HILL DR,1174,
36238,440029000,1967/06/26 00:00:00+00,20000,ROSE HILL DR,1174,
36239,440029100,1986/12/12 00:00:00+00,79900,WESTWOOD RD,1450,
36240,440029100,1983/08/19 00:00:00+00,77000,WESTWOOD RD,1450,
36241,440029100,2015/08/26 00:00:00+00,0,WESTWOOD RD,1450,
36242,440029100,2002/11/19 00:00:00+00,0,WESTWOOD RD,1450,
36243,440029100,1999/08/13 00:00:00+00,118000,WESTWOOD RD,1450,
36244,440030000,1988/04/21 00:00:00+00,640000,ROSE HILL DR,1140,
36245,440030000,2005/01/06 00:00:00+00,944002,ROSE HILL DR,1140,
36246,440030000,1985/01/28 00:00:00+00,0,ROSE HILL DR,1140,
36247,440030200,1962/01/01 00:00:00+00,25000,ROSE HILL DR,1138,
36248,440031000,1960/01/09 00:00:00+00,8000,ROSE HILL DR,1150,
36249,440031000,1988/11/28 00:00:00+00,920400,ROSE HILL DR,1150,
36250,440031000,2013/12/11 00:00:00+00,0,ROSE HILL DR,1150,
36251,440031100,2007/06/29 00:00:00+00,265000,WESTWOOD CIR,100,
36252,440031100,2002/07/02 00:00:00+00,157000,WESTWOOD CIR,100,
36253,440031100,2000/03/01 00:00:00+00,117100,WESTWOOD CIR,100,
36254,440031100,1987/02/17 00:00:00+00,80500,WESTWOOD CIR,100,
36255,440031100,1995/12/04 00:00:00+00,98500,WESTWOOD CIR,100,
36256,440031101,2000/06/29 00:00:00+00,136000,WESTWOOD CIR,118,
36257,440031101,2003/07/31 00:00:00+00,180900,WESTWOOD CIR,118,
36258,440031101,2005/12/22 00:00:00+00,264500,WESTWOOD CIR,118,
36259,440031101,1997/05/30 00:00:00+00,112500,WESTWOOD CIR,118,
36260,440031101,1988/11/22 00:00:00+00,91500,WESTWOOD CIR,118,
36261,440031101,2019/04/05 00:00:00+00,326500,WESTWOOD CIR,118,
36262,440031101,2019/04/05 00:00:00+00,326500,WESTWOOD CIR,118,
36263,440031110,1988/03/15 00:00:00+00,18750,WESTWOOD CIR,120,
36264,440031110,1994/10/27 00:00:00+00,114000,WESTWOOD CIR,120,
36265,440031110,2019/08/12 00:00:00+00,300000,WESTWOOD CIR,120,
36266,440031110,1998/02/27 00:00:00+00,117000,WESTWOOD CIR,120,
36267,440031120,1993/07/30 00:00:00+00,116900,WESTWOOD CIR,122,
36268,440031120,1990/08/14 00:00:00+00,117000,WESTWOOD CIR,122,
36269,440031130,1998/08/27 00:00:00+00,120000,WESTWOOD CIR,124,
36270,440031130,1996/08/01 00:00:00+00,118000,WESTWOOD CIR,124,
36271,440031130,1989/03/14 00:00:00+00,91575,WESTWOOD CIR,124,
36272,440031140,2019/01/07 00:00:00+00,0,WESTWOOD CIR,128,
36273,440031140,2010/03/01 00:00:00+00,0,WESTWOOD CIR,128,
36274,440031140,2001/07/30 00:00:00+00,169000,WESTWOOD CIR,128,
36275,440031140,1999/06/01 00:00:00+00,134500,WESTWOOD CIR,128,
36276,440031140,2007/08/14 00:00:00+00,262000,WESTWOOD CIR,128,
36277,440031140,1993/07/30 00:00:00+00,117500,WESTWOOD CIR,128,
36278,440031140,1990/04/05 00:00:00+00,110500,WESTWOOD CIR,128,
36279,440031140,2004/06/02 00:00:00+00,250000,WESTWOOD CIR,128,
36280,440031150,1997/11/13 00:00:00+00,0,WESTWOOD CIR,130,
36281,440031150,1988/12/08 00:00:00+00,96000,WESTWOOD CIR,130,
36282,440031160,1987/12/30 00:00:00+00,91770,WESTWOOD CIR,132,
36283,440031160,1992/07/27 00:00:00+00,114000,WESTWOOD CIR,132,
36284,440031170,1987/07/09 00:00:00+00,78500,WESTWOOD CIR,134,
36285,440031170,1986/03/19 00:00:00+00,0,WESTWOOD CIR,134,
36286,440031180,1999/09/20 00:00:00+00,133500,WESTWOOD CIR,136,
36287,440031180,1997/01/31 00:00:00+00,115000,WESTWOOD CIR,136,
36288,440031180,1992/07/23 00:00:00+00,111000,WESTWOOD CIR,136,
36289,440031190,1986/03/19 00:00:00+00,0,WESTWOOD CIR,138,
36290,440031190,1988/06/24 00:00:00+00,75000,WESTWOOD CIR,138,
36291,440031200,2008/04/16 00:00:00+00,0,WESTWOOD CIR,102,
36292,440031200,2015/08/28 00:00:00+00,225000,WESTWOOD CIR,102,
36293,440031200,1991/06/28 00:00:00+00,97500,WESTWOOD CIR,102,
36294,440031200,1987/07/16 00:00:00+00,86950,WESTWOOD CIR,102,
36295,440031200,2004/07/09 00:00:00+00,0,WESTWOOD CIR,102,
36296,440031200,2004/06/18 00:00:00+00,235000,WESTWOOD CIR,102,
36297,440031201,2003/08/19 00:00:00+00,165000,WESTWOOD CIR,140,
36298,440031201,1993/06/22 00:00:00+00,106500,WESTWOOD CIR,140,
36299,440031201,1997/03/05 00:00:00+00,106000,WESTWOOD CIR,140,
36300,440031210,2000/08/28 00:00:00+00,0,WESTWOOD CIR,142,
36301,440031210,1995/09/28 00:00:00+00,109750,WESTWOOD CIR,142,
36302,440031210,1989/05/31 00:00:00+00,107500,WESTWOOD CIR,142,
36303,440031210,2017/12/08 00:00:00+00,289000,WESTWOOD CIR,142,
36304,440031220,1987/06/19 00:00:00+00,91500,WESTWOOD CIR,101,
36305,440031220,1991/06/28 00:00:00+00,0,WESTWOOD CIR,101,
36306,440031220,2000/01/12 00:00:00+00,115700,WESTWOOD CIR,101,
36307,440031230,1997/11/14 00:00:00+00,119900,WESTWOOD CIR,103,
36308,440031230,1997/12/31 00:00:00+00,118900,WESTWOOD CIR,103,
36309,440031230,2014/07/07 00:00:00+00,275000,WESTWOOD CIR,103,
36310,440031240,1989/09/13 00:00:00+00,109900,WESTWOOD CIR,105,
36311,440031240,1989/04/04 00:00:00+00,40000,WESTWOOD CIR,105,
36312,440031250,2017/07/14 00:00:00+00,0,WESTWOOD CIR,107,
36313,440031250,1993/08/31 00:00:00+00,105500,WESTWOOD CIR,107,
36314,440031250,1997/10/15 00:00:00+00,115500,WESTWOOD CIR,107,
36315,440031250,2019/08/26 00:00:00+00,0,WESTWOOD CIR,107,
36316,440031260,2000/10/31 00:00:00+00,190000,WESTWOOD CIR,109,
36317,440031260,1990/01/26 00:00:00+00,115000,WESTWOOD CIR,109,
36318,440031260,1994/04/29 00:00:00+00,143750,WESTWOOD CIR,109,
36319,440031270,1989/08/17 00:00:00+00,92500,WESTWOOD CIR,111,
36320,440031270,1988/03/02 00:00:00+00,55500,WESTWOOD CIR,111,
36321,440031270,2019/02/26 00:00:00+00,273000,WESTWOOD CIR,111,
36322,440031280,1997/02/26 00:00:00+00,104000,WESTWOOD CIR,113,
36323,440031280,1988/08/26 00:00:00+00,86950,WESTWOOD CIR,113,
36324,440031290,1989/02/21 00:00:00+00,90000,WESTWOOD CIR,115,
36325,440031290,2020/04/29 00:00:00+00,0,WESTWOOD CIR,115,
36326,440031290,2020/04/29 00:00:00+00,0,WESTWOOD CIR,115,
36327,440031290,2019/03/05 00:00:00+00,0,WESTWOOD CIR,115,
36328,440031290,2013/12/17 00:00:00+00,0,WESTWOOD CIR,115,
36329,440031290,2019/03/05 00:00:00+00,0,WESTWOOD CIR,115,
36330,440031290,2011/09/16 00:00:00+00,223000,WESTWOOD CIR,115,
36331,440031290,1988/05/10 00:00:00+00,0,WESTWOOD CIR,115,
36332,440031300,1996/12/30 00:00:00+00,100000,WESTWOOD CIR,104,
36333,440031300,1996/10/09 00:00:00+00,0,WESTWOOD CIR,104,
36334,440031300,2002/03/28 00:00:00+00,110000,WESTWOOD CIR,104,
36335,440031301,1988/02/29 00:00:00+00,83500,WESTWOOD CIR,117,
36336,440031301,2018/01/16 00:00:00+00,290000,WESTWOOD CIR,117,
36337,440031301,1998/05/18 00:00:00+00,108500,WESTWOOD CIR,117,
36338,440031301,1997/07/11 00:00:00+00,0,WESTWOOD CIR,117,
36339,440031301,2003/02/20 00:00:00+00,148000,WESTWOOD CIR,117,
36340,440031310,2003/05/07 00:00:00+00,174000,WESTWOOD CIR,119,
36341,440031310,2014/12/29 00:00:00+00,0,WESTWOOD CIR,119,
36342,440031310,2018/02/27 00:00:00+00,280000,WESTWOOD CIR,119,
36343,440031310,1988/03/02 00:00:00+00,55500,WESTWOOD CIR,119,
36344,440031310,1989/11/28 00:00:00+00,92500,WESTWOOD CIR,119,
36345,440031310,2018/11/29 00:00:00+00,0,WESTWOOD CIR,119,
36346,440031310,2008/06/20 00:00:00+00,247500,WESTWOOD CIR,119,
36347,440031320,1988/05/12 00:00:00+00,0,WESTWOOD CIR,126,
36348,440031320,1988/07/18 00:00:00+00,0,WESTWOOD CIR,126,
36349,440031400,1996/05/22 00:00:00+00,92500,WESTWOOD CIR,106,
36350,440031400,2019/04/11 00:00:00+00,312000,WESTWOOD CIR,106,
36351,440031400,2018/09/18 00:00:00+00,216500,WESTWOOD CIR,106,
36352,440031400,1987/11/23 00:00:00+00,78500,WESTWOOD CIR,106,
36353,440031500,1988/06/22 00:00:00+00,93900,WESTWOOD CIR,108,
36354,440031500,1999/06/01 00:00:00+00,132000,WESTWOOD CIR,108,
36355,440031500,2016/10/26 00:00:00+00,0,WESTWOOD CIR,108,
36356,440031500,1993/10/01 00:00:00+00,105000,WESTWOOD CIR,108,
36357,440031500,2002/10/31 00:00:00+00,181000,WESTWOOD CIR,108,
36358,440031500,2004/08/10 00:00:00+00,0,WESTWOOD CIR,108,
36359,440031600,2014/09/11 00:00:00+00,225000,WESTWOOD CIR,110,
36360,440031600,2001/05/14 00:00:00+00,0,WESTWOOD CIR,110,
36361,440031600,1996/03/21 00:00:00+00,0,WESTWOOD CIR,110,
36362,440031600,1996/06/11 00:00:00+00,101900,WESTWOOD CIR,110,
36363,440031700,2004/11/17 00:00:00+00,228500,WESTWOOD CIR,112,
36364,440031700,1988/04/29 00:00:00+00,93480,WESTWOOD CIR,112,
36365,440031700,1986/08/08 00:00:00+00,0,WESTWOOD CIR,112,
36366,440031700,2018/06/08 00:00:00+00,317500,WESTWOOD CIR,112,
36367,440031700,2018/07/13 00:00:00+00,0,WESTWOOD CIR,112,
36368,440031800,1989/01/27 00:00:00+00,95900,WESTWOOD CIR,114,
36369,440031800,2007/05/18 00:00:00+00,279000,WESTWOOD CIR,114,
36370,440031800,2015/03/26 00:00:00+00,265000,WESTWOOD CIR,114,
36371,440031800,2005/10/17 00:00:00+00,0,WESTWOOD CIR,114,
36372,440031800,1997/11/21 00:00:00+00,0,WESTWOOD CIR,114,
36373,440031800,2003/10/24 00:00:00+00,206000,WESTWOOD CIR,114,
36374,440031900,2006/07/11 00:00:00+00,0,WESTWOOD CIR,116,
36375,440031900,1992/05/18 00:00:00+00,116900,WESTWOOD CIR,116,
36376,440031900,1999/07/02 00:00:00+00,146000,WESTWOOD CIR,116,
36377,440031900,2017/10/16 00:00:00+00,360000,WESTWOOD CIR,116,
36378,440031900,1995/06/30 00:00:00+00,133500,WESTWOOD CIR,116,
36379,440031900,2000/09/25 00:00:00+00,160500,WESTWOOD CIR,116,
36380,440032000,1987/01/02 00:00:00+00,0,ROSE HILL DR,1106,
36381,440032000,2005/01/26 00:00:00+00,0,ROSE HILL DR,1106,
36382,440032000,2005/11/16 00:00:00+00,0,ROSE HILL DR,1106,
36383,440032000,1991/12/11 00:00:00+00,0,ROSE HILL DR,1106,
36384,440032000,2005/11/16 00:00:00+00,0,ROSE HILL DR,1106,
36385,440032000,2010/02/26 00:00:00+00,695000,ROSE HILL DR,1106,
36386,440032000,1967/09/07 00:00:00+00,100000,ROSE HILL DR,1106,
36387,440032000,1991/12/11 00:00:00+00,0,ROSE HILL DR,1106,
36388,440032000,2005/01/26 00:00:00+00,0,ROSE HILL DR,1106,
36389,440032100,1979/12/14 00:00:00+00,58000,ROSE HILL DR,1134,
36390,440032100,2008/07/01 00:00:00+00,300000,ROSE HILL DR,1134,
36391,440032200,2012/08/13 00:00:00+00,400000,ROSE HILL DR,1128,
36392,440032200,1991/11/22 00:00:00+00,0,ROSE HILL DR,1128,
36393,440032200,1973/06/11 00:00:00+00,105300,ROSE HILL DR,1128,
36394,440032300,1985/03/22 00:00:00+00,56700,ROSE HILL DR,1110,
36395,440032300,2007/11/06 00:00:00+00,0,ROSE HILL DR,1110,
36396,440032300,1967/09/07 00:00:00+00,100000,ROSE HILL DR,1110,
36397,440032400,2011/08/01 00:00:00+00,0,ROSE HILL DR,1112,
36398,440032400,2011/06/23 00:00:00+00,0,ROSE HILL DR,1112,
36399,440032400,2014/03/04 00:00:00+00,600000,ROSE HILL DR,1112,
36400,440032400,1987/01/02 00:00:00+00,0,ROSE HILL DR,1112,
36401,440555000,1900/01/01 00:00:00+00,0,UNKNOWN,0,
36402,450001000,1900/01/01 00:00:00+00,0,250 BYPASS,345,
36403,450001000,2016/11/01 00:00:00+00,25000,250 BYPASS,345,
36404,450003000,2006/06/22 00:00:00+00,121800,MCINTIRE RD,0,
36405,450003000,2003/02/04 00:00:00+00,10400,MCINTIRE RD,0,
36406,450003000,2002/12/23 00:00:00+00,0,MCINTIRE RD,0,
36407,450003000,2006/06/02 00:00:00+00,14400,MCINTIRE RD,0,
36408,450003000,1971/05/06 00:00:00+00,3500,MCINTIRE RD,0,
36409,450004000,1988/10/27 00:00:00+00,0,HILLCREST RD,0,
36410,450004000,2006/06/21 00:00:00+00,285000,HILLCREST RD,0,
36411,450005000,1966/05/27 00:00:00+00,2500,HILLCREST RD,990,
36412,450005000,1979/02/28 00:00:00+00,0,HILLCREST RD,990,
36413,450006000,2012/03/20 00:00:00+00,305000,HILLCREST RD,820,
36414,450006000,2016/05/31 00:00:00+00,0,HILLCREST RD,820,
36415,450006000,1997/11/13 00:00:00+00,0,HILLCREST RD,820,
36416,450006000,1994/01/14 00:00:00+00,0,HILLCREST RD,820,
36417,450006000,2008/12/29 00:00:00+00,0,HILLCREST RD,820,
36418,450007000,2016/05/24 00:00:00+00,0,BIRDWOOD RD,1000,
36419,450007000,2020/05/19 00:00:00+00,0,BIRDWOOD RD,1000,
36420,450007000,1989/08/29 00:00:00+00,0,BIRDWOOD RD,1000,
36421,450007000,2016/05/24 00:00:00+00,0,BIRDWOOD RD,1000,
36422,450007000,1989/05/03 00:00:00+00,550000,BIRDWOOD RD,1000,
36423,450008000,2004/06/30 00:00:00+00,155000,BIRDWOOD RD,1021,
36424,450008000,2002/03/28 00:00:00+00,87000,BIRDWOOD RD,1021,
36425,450008000,1991/05/31 00:00:00+00,68000,BIRDWOOD RD,1021,
36426,450008000,1978/06/01 00:00:00+00,33000,BIRDWOOD RD,1021,
36427,450008000,2005/03/17 00:00:00+00,165000,BIRDWOOD RD,1021,
36428,450008000,2005/03/17 00:00:00+00,165000,BIRDWOOD RD,1021,
36429,450009000,2020/05/14 00:00:00+00,280000,BIRDWOOD RD,1017,
36430,450009000,1984/05/23 00:00:00+00,0,BIRDWOOD RD,1017,
36431,450009000,1980/04/25 00:00:00+00,49390,BIRDWOOD RD,1017,
36432,450009000,2017/11/27 00:00:00+00,160000,BIRDWOOD RD,1017,
36433,450010000,1957/07/01 00:00:00+00,0,BIRDWOOD RD,1015,
36434,450010000,1953/10/01 00:00:00+00,700,BIRDWOOD RD,1015,
36435,450010000,2007/03/08 00:00:00+00,101000,BIRDWOOD RD,1015,
36436,450010000,1998/10/29 00:00:00+00,0,BIRDWOOD RD,1015,
36437,450011000,1957/07/01 00:00:00+00,0,BIRDWOOD RD,1011,
36438,450011000,2012/07/18 00:00:00+00,0,BIRDWOOD RD,1011,
36439,450011000,2007/03/16 00:00:00+00,220000,BIRDWOOD RD,1011,
36440,450011000,1998/10/29 00:00:00+00,0,BIRDWOOD RD,1011,
36441,450012000,2014/08/04 00:00:00+00,205000,BIRDWOOD RD,1009,
36442,450012000,1996/12/09 00:00:00+00,0,BIRDWOOD RD,1009,
36443,450012000,1997/05/16 00:00:00+00,78500,BIRDWOOD RD,1009,
36444,450013000,2019/06/25 00:00:00+00,0,BIRDWOOD RD,1005,
36445,450013000,2020/01/03 00:00:00+00,175000,BIRDWOOD RD,1005,
36446,450013000,2001/04/17 00:00:00+00,130000,BIRDWOOD RD,1005,
36447,450013000,1989/04/18 00:00:00+00,67500,BIRDWOOD RD,1005,
36448,450013000,1992/06/08 00:00:00+00,61900,BIRDWOOD RD,1005,
36449,450013000,2004/08/27 00:00:00+00,192500,BIRDWOOD RD,1005,
36450,450014000,1989/12/05 00:00:00+00,87000,BIRDWOOD RD,1003,
36451,450014000,2016/11/03 00:00:00+00,0,BIRDWOOD RD,1003,
36452,450014000,1995/12/06 00:00:00+00,0,BIRDWOOD RD,1003,
36453,450015000,2007/05/10 00:00:00+00,120000,BIRDWOOD RD,1001,
36454,450015000,2008/02/04 00:00:00+00,13479,BIRDWOOD RD,1001,
36455,450015000,2017/03/20 00:00:00+00,315000,BIRDWOOD RD,1001,
36456,450015000,2007/07/06 00:00:00+00,152100,BIRDWOOD RD,1001,
36457,450015000,1970/08/14 00:00:00+00,14500,BIRDWOOD RD,1001,
36458,450015000,1979/01/01 00:00:00+00,0,BIRDWOOD RD,1001,
36459,450015000,2012/06/22 00:00:00+00,240000,BIRDWOOD RD,1001,
36460,450016000,1900/01/01 00:00:00+00,0,BIRDWOOD CT,0,
36461,450016100,1989/01/27 00:00:00+00,79900,BIRDWOOD CT,147,
36462,450016100,1986/05/08 00:00:00+00,117000,BIRDWOOD CT,147,
36463,450016101,2005/05/24 00:00:00+00,0,BIRDWOOD CT,129,
36464,450016101,1993/12/28 00:00:00+00,86000,BIRDWOOD CT,129,
36465,450016101,1996/01/31 00:00:00+00,89500,BIRDWOOD CT,129,
36466,450016101,1999/06/10 00:00:00+00,92000,BIRDWOOD CT,129,
36467,450016110,2012/05/26 00:00:00+00,151802,BIRDWOOD CT,127,
36468,450016110,1988/11/15 00:00:00+00,71900,BIRDWOOD CT,127,
36469,450016110,1994/07/08 00:00:00+00,84000,BIRDWOOD CT,127,
36470,450016110,2006/09/06 00:00:00+00,0,BIRDWOOD CT,127,
36471,450016110,2005/09/28 00:00:00+00,197500,BIRDWOOD CT,127,
36472,450016110,2013/03/13 00:00:00+00,182575,BIRDWOOD CT,127,
36473,450016110,2012/05/26 00:00:00+00,130000,BIRDWOOD CT,127,
36474,450016120,1999/06/28 00:00:00+00,93000,BIRDWOOD CT,125,
36475,450016120,2002/07/25 00:00:00+00,135000,BIRDWOOD CT,125,
36476,450016120,1993/06/15 00:00:00+00,88000,BIRDWOOD CT,125,
36477,450016120,1988/11/17 00:00:00+00,71900,BIRDWOOD CT,125,
36478,450016120,2004/07/27 00:00:00+00,175000,BIRDWOOD CT,125,
36479,450016120,2008/06/27 00:00:00+00,213000,BIRDWOOD CT,125,
36480,450016130,2008/08/22 00:00:00+00,216000,BIRDWOOD CT,123,
36481,450016130,2005/05/04 00:00:00+00,155000,BIRDWOOD CT,123,
36482,450016130,2002/09/04 00:00:00+00,128000,BIRDWOOD CT,123,
36483,450016130,1995/11/16 00:00:00+00,88000,BIRDWOOD CT,123,
36484,450016130,1992/11/24 00:00:00+00,10000,BIRDWOOD CT,123,
36485,450016130,2012/01/17 00:00:00+00,0,BIRDWOOD CT,123,
36486,450016130,2012/03/15 00:00:00+00,121900,BIRDWOOD CT,123,
36487,450016130,2012/03/15 00:00:00+00,121900,BIRDWOOD CT,123,
36488,450016130,2012/01/17 00:00:00+00,213685,BIRDWOOD CT,123,
36489,450016130,2005/05/04 00:00:00+00,155000,BIRDWOOD CT,123,
36490,450016140,1995/06/26 00:00:00+00,85500,BIRDWOOD CT,121,
36491,450016140,1998/05/28 00:00:00+00,84500,BIRDWOOD CT,121,
36492,450016140,2015/06/09 00:00:00+00,0,BIRDWOOD CT,121,
36493,450016140,1991/08/30 00:00:00+00,83750,BIRDWOOD CT,121,
36494,450016140,2003/11/14 00:00:00+00,135000,BIRDWOOD CT,121,
36495,450016150,1995/08/17 00:00:00+00,86000,BIRDWOOD CT,119,
36496,450016150,1988/07/19 00:00:00+00,68500,BIRDWOOD CT,119,
36497,450016150,2019/04/01 00:00:00+00,256000,BIRDWOOD CT,119,
36498,450016150,2012/06/15 00:00:00+00,165000,BIRDWOOD CT,119,
36499,450016160,1994/02/01 00:00:00+00,83000,BIRDWOOD CT,117,
36500,450016160,1988/05/24 00:00:00+00,74072,BIRDWOOD CT,117,
36501,450016170,2015/06/23 00:00:00+00,193000,BIRDWOOD CT,115,
36502,450016170,2004/01/15 00:00:00+00,163000,BIRDWOOD CT,115,
36503,450016170,2016/12/21 00:00:00+00,192000,BIRDWOOD CT,115,
36504,450016170,2002/07/10 00:00:00+00,132000,BIRDWOOD CT,115,
36505,450016170,2000/08/01 00:00:00+00,105000,BIRDWOOD CT,115,
36506,450016170,1989/07/24 00:00:00+00,79500,BIRDWOOD CT,115,
36507,450016170,1988/08/09 00:00:00+00,73960,BIRDWOOD CT,115,
36508,450016180,2003/06/24 00:00:00+00,155000,BIRDWOOD CT,113,
36509,450016180,2001/03/30 00:00:00+00,112900,BIRDWOOD CT,113,
36510,450016180,1988/08/19 00:00:00+00,70200,BIRDWOOD CT,113,
36511,450016180,1992/04/10 00:00:00+00,79000,BIRDWOOD CT,113,
36512,450016180,2006/06/30 00:00:00+00,215000,BIRDWOOD CT,113,
36513,450016190,2007/05/23 00:00:00+00,212900,BIRDWOOD CT,111,
36514,450016190,1986/05/08 00:00:00+00,117000,BIRDWOOD CT,111,
36515,450016190,1988/03/31 00:00:00+00,63000,BIRDWOOD CT,111,
36516,450016190,1999/11/04 00:00:00+00,0,BIRDWOOD CT,111,
36517,450016200,1986/05/08 00:00:00+00,117000,BIRDWOOD CT,145,
36518,450016200,1989/04/11 00:00:00+00,82400,BIRDWOOD CT,145,
36519,450016201,1999/03/16 00:00:00+00,82000,BIRDWOOD CT,109,
36520,450016201,1990/05/01 00:00:00+00,80000,BIRDWOOD CT,109,
36521,450016201,1987/04/27 00:00:00+00,69500,BIRDWOOD CT,109,
36522,450016201,1999/03/16 00:00:00+00,82000,BIRDWOOD CT,109,
36523,450016210,1994/11/01 00:00:00+00,88500,BIRDWOOD CT,107,
36524,450016210,1989/08/22 00:00:00+00,74500,BIRDWOOD CT,107,
36525,450016210,2001/03/19 00:00:00+00,112900,BIRDWOOD CT,107,
36526,450016220,1996/07/13 00:00:00+00,12620,BIRDWOOD CT,105,
36527,450016220,1990/01/30 00:00:00+00,69500,BIRDWOOD CT,105,
36528,450016220,1998/07/31 00:00:00+00,88000,BIRDWOOD CT,105,
36529,450016220,2000/08/02 00:00:00+00,99000,BIRDWOOD CT,105,
36530,450016230,1998/01/15 00:00:00+00,85000,BIRDWOOD CT,103,
36531,450016230,2013/12/10 00:00:00+00,184500,BIRDWOOD CT,103,
36532,450016230,2004/10/06 00:00:00+00,169000,BIRDWOOD CT,103,
36533,450016230,1994/10/19 00:00:00+00,0,BIRDWOOD CT,103,
36534,450016230,1992/12/17 00:00:00+00,88500,BIRDWOOD CT,103,
36535,450016230,2005/08/25 00:00:00+00,0,BIRDWOOD CT,103,
36536,450016230,2005/08/25 00:00:00+00,0,BIRDWOOD CT,103,
36537,450016240,2007/01/23 00:00:00+00,237000,BIRDWOOD CT,101,
36538,450016240,1988/11/14 00:00:00+00,70400,BIRDWOOD CT,101,
36539,450016240,1992/08/31 00:00:00+00,81400,BIRDWOOD CT,101,
36540,450016240,2006/09/29 00:00:00+00,122400,BIRDWOOD CT,101,
36541,450016240,2006/08/07 00:00:00+00,0,BIRDWOOD CT,101,
36542,450016250,2004/05/18 00:00:00+00,127000,BIRDWOOD CT,108,
